title	start	end	name	year
Crossing Indian Territory: Railroads, Coal, and Native Americans, 1866-1907	1866	1907	Robert Voss	2013
Atomic Governance: Militarism, Secrecy, and Science in Postwar America, 1945-58	1945	1958	Mary Wammack	2010
The Korean Immigrants in America: The Quest for Identity in the Formative Years, 1903-1918	1903	1918	Hyung Moon	1976
The Greatest Show on Earth: The Circus and the Development of Modern American Culture, 1860-1940	1860	1940	Doug Mishler	1994
Reconstruction and Recovery in the Hinterlands: Resources, Industry, and Infrastructure in New Brunswick and Saskatchewan, 1945-70	1945	1970	Kenneth Taylor	2005
A Cruel Wind: America Experiences Pandemic Influenza, 1918-1920: A Social History	1918	1920	Dorothy Pettit	1976
The Education of an Artist: The American Years of John Singleton Copley, 1738-1774	1738	1774	Richard Klayman	1981
Literature and the Definition of an American National Identity, 1763-1828	1763	1828	George Coutris	1987
The Special Artist in American Culture: A Biography of Frank Hamilton Taylor (1846-1927)	1846	1927	Nancy Gustke	1991
Petitions, Protests, and Policy: The Influence of the American Colonies on Quebec, 1760-1776	1760	1776	Mary Fenton	1994
Islands of Deutschum: German Americans in Manchester, New Hampshire, and Lawrence, Massachusetts, 1870-1942	1870	1942	Robert McCaffery	1994
Revisionist Zionism in America: The Campaign to Win American Public Support, 1939-48	1939	1948	Joanna Saidel	1995
'Getting America Told': The Black Press and Its Dialogue with White America, 1914-19	1914	1919	William Jordan	1997
American Business Women, 1890-1930: Creating an Identity	1890	1930	Candace Kanes	1997
'In Passion and in Hope': The Pilgrimage of an American Radical, Martha Dodd Stern and Family, 1933-90	1933	1990	John Fox	2001
Shifting Alliances and Fairweather Friends: Luso-American Relations, 1941-51	1941	1951	Paula Rioux	2013
A History of United States Naval Operations during 1861	1861	1861	Mitchell Goldberg	1970
The Loyalist Press in the American Revolution, 1765-1781	1765	1781	Timothy Barnes	1970
Roosevelt and the United States Army, 1937-1940: A Study in Challenge-Response	1937	1940	Elmer Harrelson	1971
American Indian Education 1930-1970 from the Meriam Report to the Kennedy Report	1930	1970	Margaret Connell Szasz	1972
American Diplomacy and the Mexican Oil Controversy, 1938-1943	1938	1943	Jeremiah Ring	1974
Federal Indian Policy as Seen by British Travelers in America, 1783-1860	1783	1860	Gary Stein	1975
Demonstrations of the Militant Reconstructionists in Metropolitan London, 1880-1914	1880	1914	Warren Lee	1976
The Open Door and the Rise of Chinese Nationalism: American Policy and China, 1917-1928	1917	1928	Brian George	1977
Indians on the United States-Mexico Border during the Porfiriato, 1876-1911	1876	1911	Shelley Hatfield	1983
War Time Problems of American Railroads, 1939-1945	1939	1945	Walter McMurtry	1983
Great Father and Great Mother: Canada, United States, and the Blackfoot Confederacy, 1880-1920	1880	1920	Hana Samek	1986
Jose Manuel Gallegos (1817-75): The First Mexican-American in the United States Congress	1817	1875	Gerald Theisen	1986
William Henry Holmes: Explorer of the Americas from the Yellowstone to the Yucatan, 1872-1986	1872	1986	Kevin Fernlund	1992
The United States Army on the Interwar Frontier, 1848-1861	1848	1861	Larry Ball	1995
That 'Fearful Brightness': The Conservation Library, and the American Environmental Movement, 1950-1980	1950	1980	Andrew Kirk	1998
In China's Shadow: United States Foreign Policy toward Hong Kong, 1945-1972	1945	1972	Lin Ye	2001
The Reality of Living: Science, Gender and Nature in American Culture, 1865-1965	1865	1965	John Herron	2001
God Grace, and Government: Taylor and Mary Early in the American Southwest, 1874-1881	1874	1881	Ellen   Cain	2001
The Making of an Ally: Chiang Kai-shek and American Foreign Policy, 1936-41	1936	1941	Brenda Ericson	2004
Progressivism and Imperialism in the American Southwest, 1880-1912	1880	1912	David  Key	2006
Capital Mediators: American Mining Engineers in the Southwest and Mexico, 1850-1920	1850	1920	Sarah Grossman	2012
A Better Business Climate: A Comparative Study of the Politics of Labor Relations in the American South and in the Canadian Province of Quebec, 1945-60	1945	1960	Daniel Marien	1998
The Second United States Intervention in Cuba, 1906–09.	1906	1909	David Lockmiller	1935
The Descent on Democracy: A Study of American Democracy as Observed by British Travellers, 1815–60.	1815	1860	William Chace	1941
Carpetbagger Influence in the Political Reconstruction of the South Atlantic States, 1865–76	1865	1876	Jack Scroggs	1951
The Negro in South Carolina after Reconstruction, 1877–1900.	1877	1900	George Tindall	1951
American Scholarly Opinion regarding the Nature and Causes of Imperialism, 1870–1914.	1870	1914	Albert Williams	1952
Romantic History: The Idea of History in the United States, 1800–60	1800	1860	George Callcott	1956
The United States Court of Claims and the Captured and Abandoned Property Act of 1863.	1863	1863	Irving Hamilton	1956
The Movement for Universal Military Training in the United States, 1942–52	1942	1952	Robert Ward	1957
Memphis, Tennessee: Federal Occupation and Reconstruction, 1862–70	1862	1870	Ernest Hooper	1957
American Foreign Aid and Public Opinion, 1945–52	1945	1952	Robert Chasteen	1958
The American Missionary Association, 1846–61: A Study of Christian Abolitionism.	1846	1861	Clifton Johnson	1959
Railroads and Reconstruction in North Carolina, 1865–71.	1865	1871	Charles Price	1959
Nehru and the United States, 1947–57	1947	1957	Kalaiah. Narasiah	1960
The State and the Nation: The History of the Federal-State Issue in American Diplomacy, 1789-1860	1789	1860	Thomas Farnham	1964
Conspiracy in American Politics, 1787-1815	1787	1815	J. Wendell Knox	1965
American Patricians as Social Critics, 1865-1914	1865	1914	Michael Clark	1965
The United States Navy and the Independence of Latin America: Chile and Peru, 1817-1825	1817	1825	Edward Billingsley	1965
Federal Troops in the South Atlantic States during Reconstruction, 1865-1877	1865	1877	John Kirkland	1968
The Logic of Isolation and Neutrality: American Foreign Policy 1933-1935	1933	1935	Jamie Moore	1970
American Intellectuals and the Negro, 1909-1954	1909	1954	Margaret Olson	1971
The Struggle for Wildlife Protection in the United States, 1870-1900: Attitudes and Events Leading to the Lacey Act	1870	1900	Theodore Cart	1971
United States Economic Penetration of Venezuela and Its Effects on Diplomacy: 1895-1906	1895	1906	Charles Carreras	1971
Lord Shelburne and America, 1760-1783: Personality for Failure	1760	1783	Miles Merwin	1971
Congress and the Navy: The Establishment and Administration of the American Revolutionary Navy by the Continental Congress, 1775-1784	1775	1784	Frank Meyers	1972
The Baltimore Community and the American Revolution: A Study in Urban Development, 1763-1783	1763	1783	Paul Walker	1973
Missionary Intelligence from China; American Protestant Reports, 1930-1950	1930	1950	Bruce Greenawalt	1974
Early North Americans in Venezuelan Commerce, 1810-1830	1810	1830	William Olson	1974
The Formation of Tax Policy in America, 1893-1913	1893	1913	Charles Stewart	1974
Black American Attitudes toward Africa: The Missionary Movements, 1877-1900	1877	1900	Walter Williams	1974
The Early Years of American Pentecostalism, 1900-1940: Survey of a Social Movement	1900	1940	Robert Martin	1975
Proslavery Ideology: A Social and Intellectual History of the Defense of Slavery in America, 1790- 1840	1790	1840	Larry Tise	1975
The United States and Japan, 19131921	1913	1913	Donald Lyman	1976
Dilemma Over Panama: United States-Colombian Relations, 1903-1922	1903	1922	Richard Lael	1976
The Miners for Democracy: Insurgency in the United Mine Workers of America, 1970-1972	1970	1972	George Hopkins	1976
The Paradoxes of Partnership: Britain and America, 1944-1947	1944	1947	Robert Hathaway	1976
Of Freedom and Freedmen: Racial Attitudes of White Elites in North Carolina during Reconstruction, 1865-1877	1865	1877	Robert Miller	1976
The Federal Courts and the Black Man in America, 1800-1883: A Study of Judicial Policy Making	1800	1883	Jordan Smith	1977
The Hill upon the City: An Bala- American Neighborhood in St. Louis, Missouri, 1880-1955	1880	1955	Gary Mormino	1977
Mining and Diplomacy: United States Interests at Cerro de Pasco, Peru, 1876-1930	1876	1930	Charles McArver	1977
'Better Todays': The American Public Culture in the 1930s	1930	1930	Arnold Pulda	1978
North Carolina and the Cherokee: The Quest for Land on the Eve of the American Revolution, 1754-1776	1754	1776	Jerry Cashion	1979
Americans First, Newspapermen Second? The Conflict between Patriotism and Freedom of the Press during the Cold War, 1946-1952	1946	1952	Margaret Blanchard	1981
America in the Ring: The Relationship between Boxing and Society circa 1930-1980	1930	1980	Jeffrey Sammons	1982
The Politics of Oil: Multinational Oil Corporations and United States Foreign Policy, 1941-1954	1941	1954	David Painter	1982
Americans in Shanghai: Community Formation and Response to Revolution, 1919-1928	1919	1928	James Huskey	1985
A History of the Cedral Mine Under United States Ownership, 1870-1930	1870	1930	Daniel Miller	1987
The Twilight of Amateurism: The American Foreign Service and its Senior Officers in the 1890s	1890	1890	Henry Mattox	1987
German-American Relations in the Aftermath of the Great War: Diplomacy, Law, and the Mixed Claims Commission, 1922-39	1922	1939	Russel Van Wyk	1990
Cold War and Revolution: Soviet-American Rivalry and the Origins of the Chinese Civil War, 1944-1946	1944	1946	Odd Westad	1991
Integral Outsiders, Mexico City's American Colony, 1876-1911: Society and Political Economy in Porfirian Mexico	1876	1911	William Schell	1992
In the Shadow of the Giant: The Making of Mexico's Central American Policy, 1898-1930	1898	1930	Jurgen Buchenau	1993
Mexican-Soviet Relations and the United States in the 1920s	1920	1920	Daniela Spenser	1994
The Trials of Celebrity: Nathaniel Parker Willis and American Culture, 1820-70	1820	1870	Thomas Baker	1995
Women and the Transformation of American Politics: North Carolina, 1898-1940	1898	1940	Sarah Wilkerson-Freeman	1995
Flying to Freedom: African American Visions of Aviation, 1910-27	1910	1927	Jill Snider	1995
The Rhetoric and Reality of the Christian Nation: Maxim in American Law, 1810-1920	1810	1920	Steven Green	1998
Jews and the American South, 1858-1905	1858	1905	Leah Hagedorn	1999
The Navajo Rug Trade: Gender, Art, Work, and Modernity in the American Southwest, 1870s-1930s	1870	1870	Laura Moore	1999
'In my opinion this is all a fraud': Class, Concrete, and Culture in the Reconstruction of Rostov-on-the-Don, 1943-48	1943	1948	Jeffrey Jones	1999
No Peace without Freedom, No Freedom without Peace: African American Activists in the Woman's International League for Peace and Freedom, 1915-70	1915	1970	Joyce Blackwell-Johnson	1999
Cutting through Jim Crow: African American Lumber Workers in the Jim Crow South, 1919-60	1919	1960	William Jones	2000
More Than the Three R's: The Educational, Economic, and Cultural Experiences of African American Female Public School Teachers in Nashville, Tennessee, 1869-1983	1869	1983	Sonya Ramsey	2000
Anti-Americanism in U.S.-Caribbean Relations: An International History, 1958-66	1958	1966	Alan McPherson	2001
Sacred Treasures: How the Casualty Issue Shaped the American Military Establishment, 1919-41	1919	1941	Evan Huelfer	2001
'Primitive Encounters': Ethnographic Imagination and American Identity, 1910-30	1910	1930	Eric Combest	2001
The Warriors of Civilization: U.S. Soldiers, American Culture, and the Conquest of the Philippines, 1898-1902	1898	1902	James Crawford	2004
The Flume Wildcatters: San Francisco, Private Waterworks, and Urban Development in the American West's Hydraulic Society, 1850-1930	1850	1930	David Long	2004
Thomas Jefferson and the Making of an American Nationalism, 1774-1826	1774	1826	Brian Steele	2004
The Call for America: German-American Relations and the European Crisis, 1921-24	1921	1924	Mark  Swartzburg	2006
Keeping Up Appearances: Soviet Perceptions of America, 1945-59	1945	1959	Rosa Magnusdottír	2006
Making Cold War Soldiers: Americanization of the South Korean Army, 1945-55	1945	1955	Jongnam Na	2006
An Army for the 'American Century': The Origins of the Cold War U.S. Army, 1949-59	1949	1959	David Fautua	2007
Friends Like These: The United States' Indian Allies in the Black Hawk War, 1832	1832	1832	John Hall	2007
Dancing Dreams: Performing American Identities in Postwar Hollywood Musicals, 1944-58	1944	1958	Pamela Lach	2007
We Worry about Survival: American Indian Women, Sterilization, Adoption, and Sovereignty in the 1970s	1970	1970	Meagan O'Sullivan	2007
'Striking at the Roots of German Militarism': Social and Cultural Demilitarization in American-Occupied Württemberg-Baden, 1945-49	1945	1949	Kathleen Nawyn	2008
Building an Unwanted Nation: The Anglo-American Partnership and Austrian Proponents of a Separate Nationhood, 1918-34	1918	1934	Kevin Mason	2008
In the Service of Femininity: American Foundation Garments from World War II to the 1970s	1970	1970	Cristina Nelson	2008
Educational Reconstruction: African American Education in the Urban South, 1865-90	1865	1890	Hilary Green	2010
Dangerous Liaisons: Narratives of Sexual Danger in the Ango-American North, 1770-1820	1770	1820	Lillian Wood	2010
Interned or Imprisoned? The Successes and Failures of International Law in the Treatment of American Internees in Switzerland, 1943-45	1943	1945	Dwight Mears	2012
Bodies at Odds: The Experience and Disappearance of the Maternal Body in America, 1750-1850	1750	1850	Nora Doyle	2013
Isolating Nazism: Civilian Internment in American Occupied Germany, 1944-50	1944	1950	Kristen Dolan	2013
An Unpleasant Part of Your Duties: Military Occupation and Wartime Reconstruction, 1861-65	1861	1865	Anne Berler	2013
Analysis of Indian-Related Material in United States College Survey History Texts of the 1920s as Compared to Those of the 1930s: An Experiment in Content Analysis	1930	1930	Felix Holewinski	1978
Our Duty, Our Rights, Our America: Women in American Nativist, 1830-1930	1830	1930	Tanis Lovercheck-Saunders	2001
The United States and Irish Neutrality, 1939-1945 	1939	1945	Thomas Dwyer	1973
United States-Iranian Relations, 1945-47	1945	1947	Michael Partin	1977
Petroleum in Saudi-American Relations: The Formative Period, 1932-1948	1932	1948	Mohammed El Nairab	1978
Crossing the Colorline: Three Decades of the United Packinghouse Workers of America's Crusade Against Racism in the Trans-Mississippi West, 1936-1968	1936	1968	Moses Adedji	1978
American Prisoners in the Barbary Nations, 1784-1816	1784	1816	Gary Wilson	1979
Economic Development in Texas during Reconstruction, 1865-1875	1865	1875	Larry Adams	1980
American-Korean Relations, 1945-1953: A Study in United States Diplomacy	1945	1953	Hong-Kyu Park	1981
India's Nonalignment Policy and the American Response, 1947-1960	1947	1960	Thadathil Georgekutty	1987
Organizing Victory: Great Britain, the United States, and the Instruments of War, 1914-1916	1914	1916	Ellen Jenkins	1992
A New Way of Statecraft: The-Career of Elton Mayo and the Development of the Social Sciences in America, 1920-1940	1920	1940	David Cullen	1992
Beyond the Merchants of Death: The Senate Munitions Inquiry of the 1930s and Its Role in 20th-Century American History	1930	1930	Matthew   Coulter	1996
Americans Who Would Not Wait: The American Legion of the Canadian Expeditionary Force, 1915-1917	1915	1917	Eric Smylie	2002
American Blitzkreig: Courtney Hodges and the Advance toward Aachen, August 1-September 12, 1944	1944	1944	Adam Rinkleff	2013
Popular Concepts of Masculinity and Adventure in Anglo-American Society at the Turn of the Century: Gender, Popular Culture, and the Frontiers of Imperialism, 1880-1918	1880	1918	Jeremy Neill	2004
The Taiwan Straits Crises: Analysis of the China, Taiwan, United States Relationship, 1949-1983	1949	1983	George Tsai	1985
The United States-Japan Alliance System, 1947-1986: A Comparative Study	1947	1986	Sung-Bok Hong	1987
Meiji Pioneers: The Early Japanes Immigrants to the American Far West and Southwest, 1880-1930	1880	1930	Azusa Tsuneyoshi	1989
Goldfield, Nevada: A Case Study of Colonialism in the American West, 1900-1920	1900	1920	Christopher Case	2002
Scripted Versions of a Frontier Past: Managers, Stakeholders, Visitors, and the Cultural Construction of Tourist Sites in the American West, 1880-2000	1880	2000	Steven Littleton	2013
The American Faith and the Persistence of Chicago Polonia, 1870-1920	1870	1920	Joseph Parot	1971
Hubert Howe Bancroft and American Social Science, 1874-1918	1874	1918	David Smits	1973
Jacobins and JefTersonians: Anglo-American Radicalism in the United States, 1790-1820	1790	1820	Richard Twomey	1974
United States Diplomatic Relations with Vichy France from 1940 to 1942	1940	1942	Arthur Pitz	1975
American Imperialism and Latin American Labor, 1959-1970: A Study of the Role of the Organizacion Regional Interamericana de Trabajadores in the Latin American Policy of the United States	1959	1970	Donald Torrence	1975
Geography and Diplomacy: The American Geographical Society and the 'Geopolitical' Background of American Foreign Policy, 1848-1861	1848	1861	Ernesto Ruiz	1975
Prison Labor and Convict Competition with Free Workers in Industrializing America, 1840-1890	1840	1890	Glen Gildemeister	1977
Science Fiction and the Ideology of Change in America, 1935-1975	1935	1975	Albert Berger	1978
Missionary Conscience and the Comprehension of Imperialism: A Study of the Children of American Missionaries to China, 1900-1949	1900	1949	Sarah Mason	1978
Arms, Culture, and Class: The Philadelphia Militia and 'Lower Orders' in the American Revolution, 1765 to 1783	1765	1783	Steven Rosswurm	1979
Prelude to Alliance: The Expansion of American Economic Interest in Thailand during the 1940s	1940	1940	Arlene Neher	1981
American Social Science and the Formation of a Corporate Liberal Labor Stabilization Policy, 1898-1902	1898	1902	Clarence Wunderlin	1987
The Republican Revisionists and United States Tariff Policy, 1897-1912	1897	1912	Paul Wolman	1988
The United States and European Reconstruction, 1947-50: Foreign Aid and Corporate Internationalism	1947	1950	William Burr	1988
American Labor and the Mexican Revolution, 1910-24 	1910	1924	Gregory Andrews	1988
The Political Economy of Occupation: United States ForeignEconomic Policy in Korea, 1945-1949	1945	1949	Sangmin Lee	1992
Reconstructing Russia: The Political Economy of American Assistance to Revolutionary Russia, 1917-1922	1917	1922	Leo Bacino	1993
The United States and the Organization of the Second Chinese Banking Consortium, 1917-24	1917	1924	Ling Arenson	1998
Will Clayton, the ITO, and American Foreign Economic Policy, 1945-50	1945	1950	Patricia Knol	1998
Democrats and Dictators: The U.S. Republican Mission in Latin America, 1936-49	1936	1949	Gary Hyde	2001
Imperial Historicism and American Military Rule in the Philippines' Muslim South, 1899-1913	1899	1913	Michael Hawkins	2009
With a Suspicious Mind and a Good Light: The History of Cervical Cancer Screening in the United States, 1920-80	1920	1980	Stacey Randall	2009
Philippine-American Relations during the Magaysay Period, 1949-57	1949	1957	James Prescott	2013
The American Socialist and Labor Mission to Europe, 1918: Background, Activities and Significance: An Experiment in Democratic Diplomacy	1918	1918	Miriam Leuck	1941
Scandinavian Immigrants and American Public Affairs, 1840–72	1840	1872	Arlow Andersen	1942
British and American Influences on the Religious Revival in French Europe, 1816–48	1816	1848	Charles Miller	1947
The Paris Press and the Neutrality Policy of the United States (1935–39)	1935	1939	John Haight	1953
Wilson, Roosevelt, and Interventionism, 1914–17: A Study of Domestic Influence on the Formulation of American Foreign Policy	1914	1917	William Harbaugh	1954
An Inquiry into the Social Attitudes of American Protestantism, 1919–39.	1919	1939	Robert Miller	1955
A Study of the Defense and Defenders of Big Business in America, 1900–14.	1900	1914	Edgar Toppin	1955
Louis Agassiz and American Natural Science, 1846–73	1846	1873	Edward Lurie	1956
Ireland and the American Emi gration, 1850–1900	1850	1900	Arnold Schrier	1956
The United States and the World Disarmament Conference, 1926–35: A Study of the'Formulation of Foreign Policy.	1926	1935	Fred Winkler	1957
The Climax of Anglo-Saxonism in America, 1898–1905	1898	1905	Helen Knuth	1958
Trade vs. Reform Unionism: The Emergence of the Modern American Labor Movement, 1865–96	1865	1896	Gerald Grob	1958
Saudi Arabia and the Americans, 1928–51	1928	1951	Joseph Walt	1960
Variety in Reform Thought: Social Assumptions of American Reformers, 1890-1912	1890	1912	Daniel Levine	1961
German Propaganda in the United States, 1914-1917	1914	1917	David Hirst	1962
Anglican Missions in America, 1701-1725: A Study of the Society for the Propagation of the Gospel in Foreign Parts	1701	1725	John Nelson	1962
A Progressive at War: Newton D. Baker and the American War Effort, 19171918	1917	1917	Roy Beaver	1962
A History of the American Board Missions in Angola, 1880-1940	1880	1940	Fola Soremekun	1965
Persuading Encounter: American Reporters and Chinese Communists, 1927-1945	1927	1945	Kenneth Shewmaker	1966
The American Presbyterian Congo Mission: A Study in Conflict, 18901921	1890	1890	Stanley Shaloff	1967
The United States Army, 1821-1837: An Institutional History	1821	1837	William Skelton	1968
Sweden, the Neutral Victor: A Study of Anglo-American-Swedish Relations, 1917-1918	1917	1918	Steven Koblik	1970
George Bird Grinnell and the Development of American Conservation, 1870-1901	1870	1901	John Reiger	1970
Northern Liberals and Black America: A History of White Attitudes, 1936-1952	1936	1952	Peter Kellogg	1971
Segregation or Surgery: The Mentally Retarded in America, 1850-1920	1850	1920	Peter Tyor	1972
Enlisted Men in the United States Navy, 1899-1939	1899	1939	Frederick Harrod	1973
American Lawyers and Social Ferment: Prelude to Progressivism, 1870-1900	1870	1900	Audra Prewitt	1973
From War to Cold War United States Policies toward Latin America, 1943-1948	1943	1948	James Tillapaugh	1973
Within These Walls: The Ideology of the Movement to Institutionalize the Insane in America, 1830-1865	1830	1865	Roger Nash	1973
The Free Black Response to American Racism, 1790-1863	1790	1863	Robert Harris	1974
A New Life: The Development of an American Woman Suffrage Movement, 1860-1869	1860	1869	Ellen DuBois	1975
Paddy and the Republic: Popular Images of the American Irish, 1820-1860	1820	1860	Dale Knobel	1976
The Origins of Pan-African Nationalism: Afro-American and Haytian Relations, 1800-1863	1800	1863	James Jackson	1976
Revolutionary America, 1763-1789: A Bibliography	1763	1789	Ronald Gephart	1980
Liberal Education and the American Dream: Public Attitudes and the Emergence of Mass Higher Education, 1920-1952	1920	1952	Roland Guyotte	1980
The Movement for a Shorter Working Day in the United States before 1866	1866	1866	David Roediger	1980
Arming the Free World: The Origins of the United States Military Assistance Program, 1945-1949	1945	1949	Chester Pach	1981
Creating a Female Dominion in American Reform, 1890-1930	1890	1930	Robyn Muncy	1988
The Beginnings of Modern American Feminism: The National Woman's Party's Campaign for the Equal Rights Amendment in the 1920s	1920	1920	Cynthia Patterson	1988
Political and Cultural Leadership in an Immigrant Community: Polish-American Socialism, 1880-1950	1880	1950	Mary Cygan	1989
Inventing the Public Enemy: The Gangster in American Culture, 1918-1934	1918	1934	David Ruth	1992
Americans in the Third World: Peace Corps Volunteers in the 1960s	1960	1960	Fritz Fischer	1994
America's Geisha Ally: Race, Gender, and Maturity in Refiguring the Japanese Enemy, 1945-64	1945	1964	Naoko Shibusawa	1998
Markets in the Air: The Development of American Aviation Culture, 1918-34	1918	1934	C. Derek Johnson	1998
Adjusting the Race: Gender, Sexuality, and the Question of African American Destiny, 1877-1930	1877	1930	Michelle Mitchell	1998
In Paine's Absence: The Trans-Atlantic Dynamics of American Popular Political Thought, 1789-1804	1789	1804	Seth Cotlar	2000
Launching a Thousand Ships: Entrepreneurs, War Workers, and the State in American Shipbuilding, 1940-45	1940	1945	Christopher Tassava	2001
From Racial Uplift to Personal Advancement: African American Attitudes toward Military Service in the Deep South, 1941-73	1941	1973	Marcus Cox	2001
Ascending California's Racial Hierarchy: Asian Americans, Housing, and Government, 1920-55	1920	1955	Charlotte Brooks	2002
Steward of World Peace, Keeper of Fair Play: The American Hydrogen Bomb and Civil Rights, 1945-54	1945	1954	Deborah Holland	2003
A Dissident's Revolution: Religious Antinomians in American Culture, 1740-1830	1740	1830	Christopher Rogers	2006
The Problem of Violence in Western Culture: The American South during Reconstruction, 1865-77	1865	1877	Carole Emberton	2006
The Popular Politics of Loyalism during the American Revolution, 1774-90	1774	1790	Christopher Sparshott	2007
'Chocolate Joe' in East Asia: Black Military Service and American Racial Politics, 1945-54	1945	1954	Michael Green	2008
'A Pure Fellowship': The Danger and Necessity of Purity in White and African-American Mennonite Racial Exchange, 1935-71	1935	1971	Tobin Shearer	2008
'Breathing the Freedom's Air': The African American Struggle for Equal Citizenship in Iowa, 1830-1900	1830	1900	David Brodnax	2008
Enlightened Pursuits: Science and Politics in Revolutionary America, 1740-1800	1740	1800	Michael Guenther	2008
Jewish Intellectuals, Masculinity, and the Making of Modern American Conservatism, 1930-80	1930	1980	Ronnie Grinberg	2010
Business Moralists: Credit Men and the Rise of Corporate America, 1893-1929	1893	1929	David Smith	2010
Republic of Risk: Canals and Commercial Infrastructure Planning in the United States, 1783-1808	1783	1808	David  Davidson	2012
Toward Filipino Self-Rule: American Reform Organizations and American Colonialism in the Philippines, 1898-1946	1898	1946	Stefanie Bator	2012
Transatlantic Religion and Nation Formation in America: The Moravian Church, 1735-1818	1735	1818	Bettina Hessler	2012
Peter E  Dietz and the American Catholic Social Movement: A Quarter Century of Leadership, 1900-1925	1900	1925	Mary Fox	1950
The Beginning of the American-Chinese Diplomatic Relations: The Cushing Mission and the Treaty of Wanghia of 1844	1844	1844	Joseph Chiao	1954
The Era of Good Intentions: A Survey of American Catholics' Writing between the Years 1880–1915	1880	1915	James White	1956
The Central-Verein, 1900–17: A Chapter in the History of the German-American Catholics	1900	1917	John Gleason	1960
Federation of Catholic Societies in the United States, 1870-1920	1870	1920	M. Adele Gorman	1962
Baron Joseph Eötvös and the Reconstruction of the Habsburg Monarchy, 1840-1867	1840	1867	Paul Bődy	1964
The Attitude of American Economists toward the Labor Movement, 1919-1930	1919	1930	Edward Gibbons	1964
Fort Wayne, Indiana during the Canal Era, 1828-1855: A Study of a Western Community during the Middle Period of American History	1828	1855	Charles Poinsatte	1964
The Decline and Extinction of American Naval Power, 1781-1787	1781	1787	Stephen Powers	1965
Walter Lippmann as a Critical Observer of the American Scene, 1921-1931	1921	1931	Dorothy Kelly	1970
The Concept of Cultural Pluralism in American Social Thought, 1915-1965	1915	1965	James Powell	1971
The Structure of Politics in Nineteenth-Century Spanish America: The Chilean Oligarchy, 1833-1891	1833	1891	Gabriel Marcella	1973
Northern Public Opinion and Reconstruction, April to December, 1865	1865	1865	James Quill	1973
The Structure of Anglo-Irish Politics during the American Revolution: Cavendish's Diary of the Irish Parliament, October 12, 1779 to September 2, 1780; Edition of the Partial Text and a Critical Essay	1779	1780	Robert Callen	1973
John Adams and the American Press, 1797-1801: The First Full Scale Confrontation between the Executive and the Media	1797	1801	Walter Brown	1974
American Workers and Temperance Reform, 1866-1933	1866	1933	Ronald Benson	1974
American Utopian Fiction, 17981926	1798	1798	James Sweetland	1976
Winston Churchill and the Postwar Social Reconstruction Plans of His Wartime Administration: 1940-1945	1940	1945	MaryAnne Lynch	1977
La Roza Organizes: Mexican American Life in San Antonio, 1915-1930 as Reflected in Mutualista Activities	1915	1930	Julie Pycior	1979
George F. Kennan, the Policy Planning Staff and American Foriegn Policy, 1947-1950	1947	1950	Wilson Miscamble	1980
United States Policy toward and Relations with Syria, 1941 to 1949	1941	1949	Robert Laffey	1981
Earl Browder and American Communism at High Tide, 1934-1945	1934	1945	James Ryan	1981
United States-Latin American Relations and the Cold War, 1949-1953	1949	1953	Thomas Bohlin	1985
John A. Griswold and the Development of Bessemer Steelmaking in the United States, 1818-1872	1818	1872	Bruce Smith	1993
Taking Heaven by Storm: Methodism and the Popularization of American Christianity, 1770-1820	1770	1820	John Wigger	1994
The Fundamentalist Harvard: Wheaton College and the Enduring Vitality of American Evangelicalism, 1919-65	1919	1965	Michael Hamilton	1995
The Life of Prayer in a World of Science: Protestants, Prayer, and American Culture, 1870-1930	1870	1930	Richard Ostrander	1996
Americanization or Indoctrination: Catholic Indian Boarding Schools, 1874-1926	1874	1926	James Carroll	1997
The United States, the Federal Republic of Germany, and Détente, 1953-58	1953	1958	Steven Brady	1998
New Footsteps in Well-Trodden Ways: Gender, Religion, and Ethnicity in Irish America, 1890-1910	1890	1910	Kathleen Cummings	1999
Christian Youth Groups and Cultural Crisis in America, 1930-65	1930	1965	Thomas Bergler	2001
America, Only Less So? Seattle's Central Area, 1968-89	1968	1989	Jeffrey Zane	2001
Constructing the Covenant: The Evangelical Covenant Church and 20th-Century American Religious Culture, 1920-70	1920	1970	Kurt Peterson	2003
Bearing the Cross of Vietnam: Humanitarianism, Religion, and the American Commitment to South Vietnam, 1952-75	1952	1975	Scott Flipse	2003
Church Questions and Protestant Units: Confessional Resurgence and the Making of Christian America, 1830-1900	1830	1900	R. Bryan Bademan	2004
The Forgotten Women's Bible: Katharine Bushnell, Lee Anna Starr, Madeline Southard, and the Construction of a Woman-Centered Protestantism in America, 1870-1930	1870	1930	Kristin Du Mez	2004
The Science of the Bible in 19th-Century America: From 'Common Sense' to Controversy, 1820-1900	1820	1900	Michael Kamen	2004
Between Heaven and Harvard: Protestantism and the American Boarding School Experience, 1778-1940	1778	1940	Frederick Jordan	2004
The Bond of Union: The Old School Presbyterian Church and the American Nation, 1837-61	1837	1861	Peter Wallace	2005
'These Big and Burly Foreigners': Americans and the United States in the Eyes of Urban South Vietnamese, 1963-73	1963	1973	Tuan Hoang	2013
Congressional Control of For eign Relations during the American Revolution, 1774–89	1774	1789	George Wood	1918
The Roving Commissioners of the United States, 1776–83	1776	1783	Mildred Lombard	1926
The Diplomatic Relations of the United States with the Barbary Powers, 1776–1816	1776	1816	Ray Irwin	1929
