title	start	end	name	year
The New Feudalism: The Origins of the Boy Scout Movement in Edwardian England	0	0	Richard Miller	1981
The Effects of Technology on 16th-Century Military Thought	0	0	Guy Wilson	1991
Catherine and the Convents: The 1764 Secularization of the Church Lands and its Effect on the Lives of Russian Nuns	1764	1764	Carolynn Burbee	2000
Forerunners of Decade: The Evolution of Black Student Activism at North Carolina A&T, 1960-69	1960	1969	Kelton Edmonds	2005
Polite Pastimes and Middle-Class Morality: Hannah More's Career in the Theater	0	0	Jennifer  Teichman Kerr	2006
Household War: Men, Women, and Guerrilla Warfare in Civil War Missouri	0	0	Joseph Beilein	2011
A Material Culture Analysis of the Foundational History of Latter-day Saintism	0	0	Mark Sherer	1998
Nietzsche's Interpretation of the Dynamics of the 19th Century: The Deadly Influence His Philosophy Had on German Self-Identity, Nationalism, and Anti-Semitism, as Formulated by Nazi Ideologists	0	0	Cynthia Jones	2000
From Under the Bushel Basket:  An Ethnographic Study of the Quiet World of Catholic Order Secondary Schools for Girls	0	0	Anita Reznicek	2007
An Examination of a Rediscovered Custer Manuscript	0	0	Daniel Magnussen	1972
Embattled Voice for the Montana Farmers: Robert Sutherlin's Rocky Mountain Husbandman	0	0	Frank Grant	1984
Infinity Nation: The Métis in North American History	0	0	Nicholas Vrooman	2010
Una Aldea Colonial de Chile Central: La Ligua, Sociedad y Poblacion (1700-1850)	1700	1850	Rene SalinasMeza	1978
Laver la patrie de la tache de l’ignorance_x000D_ L’État, les mineurs et les enfants de l’Équateur (1760-1845)	1760	1845	Hélène Rompré	2011
Tourisme et colonisation en Indochine 1898-1939	1898	1939	Aline Demay	2013
The City of the Dead for Colored People: Baltimore's Mount Auburn Cemetery, 1807-2012	1807	2012	Kami Fletcher	2013
The Influence of the Platte River upon the History of the Valley	0	0	John McKinley	1935
Nebraska in the Spanish American War and the Philippine Insurrection: A Study in Imperialism	0	0	John Johnson	1937
A History of Agriculture in Nebraska, 1870–1930	1870	1930	Verne Sweedlun	1940
Senatorial Participation in Shaping Certain United States Foreign Policies, 1921–41 (Being Largely a Study of the Congressional Record).	1921	1941	David Mickey	1954
Federal Railway Labor Policy, 1913-1926	1913	1926	Allen Shepherd	1971
The Society for the Propagation of the Gospel in Foreign Parts and the Assimilation of Foreign Protestants in British North America	0	0	Anne Diffendal	1974
The Bavarian Governmental District Unterfranken and the City Burgstadt 1922-1939: A Study of the National Socialist Movement and Party-State Affairs	1922	1939	Rolf Memming	1974
A Tale of Three Counties: Homicide, Race, and Justice in the American West, 1880-1920	1880	1920	Clare McKanna	1994
Civil-Military Conflict and the South Slav Question in the Habsburg Monarchy: A Political Biography of Franz Conrad Van Hötzendorf	0	0	Jan Beaver	1997
'Free Homes for Free Men': A Political History of the Homestead Act, 1774-1863	1774	1863	Benjamin Arrington	2012
The German Arizonans: Ethnic Identity and Society Formation on a Southwestern Frontier, 1853 to World War I	185	185	Gerhard Grytz	2004
Fire on the Mountain: Growth and Conflict in Colorado Ski Country	0	0	Michael Childers	2010
Road to California: The Search for a Southern Overland Route to 1849	0	1849	Harlan Hague	1974
Forest and Society in New Brunswick: The Political Economy of the Forest Industries, 1918-1939	1918	1939	William Parenteau	1994
Private Passion, Public Order: Gaming, Gender, and the Middle Class in 18th-Century England	0	0	Janet Mullin	2008
Unhappy Differences: English Deeds of Separation and Marital Breakdown, c. 1650-1900	1650	1900	Tammy Moore	2011
Draft Resistance in Boston during the Vietnam War	0	0	Michael Foley	1999
Civil-Military Relations in Venezuela, 1935-1967	1935	1967	Winfield Burggraaff	1967
The Role of Rio Grande do Sul in Brazilian Politics, 1930-1967	1930	1967	Carlos Cortes	1969
Mission Los Santos Angeles de Guevavi: Jesuits on the Pima Frontier, 1691-1767	1691	1767	John Kessell	1969
In Search of Union: Amos A. Lawrence and the Coming of the Civil War	0	0	Barry Crouch	1970
Italian Antifascism: The Italian Volunteers in the Spanish Civil War	0	0	M. Jane Slaughter	1972
General Wesley Merritt: 19th-Century Calvaryman	0	0	Don Alberts	1975
Modernization and Disccurse: T. S. Eliot, B. F. Skinner, and Herbert Marcuse as Studies in the Social Foundations of Intellectual History since 1890	1890	1890	Craig Wollner	1975
Dr. Charles Alexander Eastman (Ohiyesa), Santee Sioux	0	0	Raymond   Wilson	1977
The Cuban Rebellion: Internal Organization and Strategy, 1952-1959	1952	1959	Nelson Valdes	1978
Porfirian Investment Policies, 1876-1910	1876	1910	Kenneth Cott	1979
The Salvador Fidalgo Expedition, 1790: The Last Spanish Exploration of the Far North Pacific Ocean	1790	1790	Elizabeth   Patrick	1981
A History of the Texas State Department of Highways and Public Transportation, 1917-1980	1917	1980	Kirk Kite	1981
German Policy toward Neutral Spain in World War l, 1914-1918	1914	1918	Ronnie Carden	1984
Slavery in Antebellum South Carolina: Perspective in Early Chosen Korea	0	0	Hyong-In Kim	1990
The King's Governor: Juan Bautista de Anze and Bourbon New Mexico in the Era of Imperial Reform, 1778-1788	1778	1788	Carlos Herrera	2000
'Saving Radieance': U.S.-Broadcast Reformers, ETV, and the Invention of National Public Television	0	0	Robert Williams	2001
Lasting Marks: The Legacy of Robin Cassacinamon and the Survival of the Mashantucket Pequot Nation	0	0	Shawn Wiemann	2011
Agricultural Reform in the Georgia Piedmont, 1820–60	1820	1860	James Bonner	1943
Shortages and Substitutes on the Confederate Homefront.	0	0	Mary Massey	1947
The Life and Public Career of Archibald D. Murphey.	0	0	Margaret Lerche	1948
The Early Career of James K. Polk, 1795–1839	1795	1839	Charles Sellers	1950
A War Scare in England in 1847–48.	1847	1848	Margaret Woodhouse	1952
Jacksonian Democracy in Mississippi	0	0	Edwin Miles	1954
France and the Wilsonian Program: A Study of Conflicting Conceptions of Victory, 1914–18, with Special Emphasis on French Nationalist Criticism of Wilson's Peace Program.	1914	1918	Edmund Steytler	1956
The Southern Quarterly Review, 1842–57: A Study in Thought and Opinion in the Old South	1842	1857	Frank Ryan	1956
The Lower Shenandoah Valley during the Civil War: The Impact of War upon the Civilian Population and upon Civil Institutions.	0	0	Edward Phillips	1958
The New South Creed, 1865-1900	1865	1900	Paul Gaston	1961
Some Political Aspects of Anglo-French Relations, 1610-1619	1610	1619	Thomas Thoroughman	1968
Crisis of Fear: Secession in South Carolina, 1859-1860	1859	1860	Steven Charming	1968
The Shipbuilding Industry in Colonial America	0	0	Joseph Goldenberg	1969
Semen R. Vorontsov: Minister to the Court of St. James's for Catherine II, 1785-1796	1785	1796	James Marcum	1970
The Theology of Timothy Dwight in Historical Perspective	0	0	Wayne Tyner	1971
Francis Warrington Dawson in the Era of South Carolina's Conservative-Democratic Restoration, 1874-1889	1874	1889	Ernest Clark	1974
Early North Americans in Venezuelan Commerce, 1810-1830	1810	1830	William Olson	1974
The Soviet State and Education, 1917-1918	1917	1918	Pinkney Smith	1974
Charlotte-Mecklenburg Consolidation: Metrolina in Motion	0	0	William Moye	1975
Neutrality and Enforcement: The USA and Cuban Filibustering, 1895-1898	1895	1898	Stephen Halkiotis	1976
Of Freedom and Freedmen: Racial Attitudes of White Elites in North Carolina during Reconstruction, 1865-1877	1865	1877	Robert Miller	1976
British Government Finance, 1793-1807: The Development of a Policy Based on War Taxes	1793	1807	Richard Cooper	1976
The Hill upon the City: An Bala- American Neighborhood in St. Louis, Missouri, 1880-1955	1880	1955	Gary Mormino	1977
The Common School Movement in the South, 1840-1860	1840	1860	Kathryn Pippin	1977
Florida Gold: The Emergence of the Florida Citrus Industry, 1865-1895	1865	1895	Jerry Weeks	1977
Cottage Industry and Women's Work: A Study ofAuf ay, France, 1750-1850	1750	1850	Gay Carens	1978
The Agricultural Legislation of the French Revolution: Progressive or Traditional'	0	0	Virginia Rainey	1980
The Generals of the Republic: The Corporate Personality of High Military Rank in France, 1889-1914	1889	1914	Walter Barge	1982
Feminism and Femininity in the New South: White Women's Organizations in North Carolina, 1883-1930	1883	1930	Anastatia Sims	1985
'Gone Past All Redemption'? The Early War Years of General Joseph Eggleston Johnson	0	0	Alan Downs	1991
A Hidden History: The Black Experience in Liverpool, England, 1919-1945	1919	1945	Carlton Wilson	1992
'My Daily Bread Depends Upon My Labor': Craftswomen, Community, and the Marketplace in Rural Massachusetts, 1740-1820	1740	1820	Marla Miller	1997
No Peace without Freedom, No Freedom without Peace: African American Activists in the Woman's International League for Peace and Freedom, 1915-70	1915	1970	Joyce Blackwell-Johnson	1999
Scolding Women: Cultural Knowledge and the Criminalization of Speech in Late Medieval England, 1300-1500	1300	1500	Sandra Bardsley	2000
Competing Ideologies and Children's Books: The Making of a Soviet Children's Literature, 1918-35	1918	1935	Jacqueline Olich	2000
U.S. Tourism in France: An International History, 1944-71	1944	1971	Christopher Endy	2000
Grasslands Grown: A 20th-Century Sense of Place on North America's Northern Prairies and Plains	0	0	Molly Rozum	2001
Passion and Belief: Remembering Reconstruction in the 20th-Century South	0	0	Bruce Baker	2003
Keeping the Imperial Peace: Public Order, State Control and Policing in the Roman Empire during the First Three Centuries A.D.	0	0	Christopher Fuhrmann	2005
No Compromise: The Freedom Struggles of James O. Enstland and Fannie Lou Hamer	0	0	Christopher  Myers	2005
Shade Grown Slavery: Life and Labor on Cuban Coffee Plantations, 1790-1845	1790	1845	William Van Norman	2005
Faith and Democracy: Political Transformations at the German Protestant Kirchentag, 1949-69	1949	1969	Benjamin Pearson	2007
Love Liberation: Second-Wave Feminisms and the Problem of Romantic Love	0	0	Robin  Payne	2010
Between Memory and History: Political Uses of the Napoleonic Past in France, 1815-48	1815	1848	Natasha Naujoks	2011
Sacred Cause, Divine Republic: A History of Nationhood, Religion, and War in 19th-Century Paraguay, 1850-70	1850	1870	Michael  Huner	2012
Playing at Nation: Soccer Institutions, Racial Ideology, and National Integration in Argentina, 1912-31	1912	1931	Jeffrey Richey	2012
Surviving Slavery: Politics, Power, and Authority in the British Caribbean, 1807-34	1807	1834	Randy Browne	2012
Building Moderate Progress: Citizenship, Race, and Power in Downtown Birmingham, 1940-92	1940	1992	Catherine Conner	2012
Chain Gangs, Roads, and Reform in North Carolina, 1900-35	1900	1935	Susan Thomas	2012
Lincoln and Secession, 1858-61	1858	1861	Thamar Dufwa	1948
The Cold War: An Historiographical Study	0	0	Paul Haivala	1975
Variant Editions of the Appeal to Reason, 1905-06	1905	1906	Sharon Neet	1983
The Search for the Source of the Mississippi River	0	0	Albert Burnham	1986
Our Duty, Our Rights, Our America: Women in American Nativist, 1830-1930	1830	1930	Tanis Lovercheck-Saunders	2001
The United States and Irish Neutrality, 1939-1945 	1939	1945	Thomas Dwyer	1973
National Monarchy and Norway, 1898-1905: A Study of the Establishment of the Modern Norwegian Monarchy	1898	1905	Terje Leiren	1978
Farming Someone Else's Land: Farm Tenancy in the Texas Brazos River Valley, 1850-1880	1850	1880	Cecil Harper	1988
Jane McManus Storn Cazneau (1807-1878): A Biography	1807	1878	Linda Hudson	1999
The Public Polemics of Baldur von Schirach: A Study of National Socialist Rhetoric and Aesthetics, 1922-45	1922	1945	Christopher Koontz	2003
The Entropy of Order: Democracy and Governability in the Age of Liberalism	0	0	Jeffrey Sommers	2001
Popular Concepts of Masculinity and Adventure in Anglo-American Society at the Turn of the Century: Gender, Popular Culture, and the Frontiers of Imperialism, 1880-1918	1880	1918	Jeremy Neill	2004
Zane Grey's Arizona	0	0	Candace Kant	1984
Meiji Pioneers: The Early Japanes Immigrants to the American Far West and Southwest, 1880-1930	1880	1930	Azusa Tsuneyoshi	1989
Agrarian Relations and Conflict in Early and Middle Colonial Uganda 1900-1945	1900	1945	Stephen Isabirye	1996
Migrations: Henderson Luelling and the Cultivated Apple, 1822-54	1822	1854	David Diamond	2004
Merchants and Modernity: Market Transformations in New Mexico and the Southwest, 1865-1929	1865	1929	Scott Fritz	2004
The Presidio of Janos: Ethnicity, Society, Masculinity, and Ecology in Far Northern Mexico, 1685-1858	1685	1858	Lance Blyth	2005
The American Faith and the Persistence of Chicago Polonia, 1870-1920	1870	1920	Joseph Parot	1971
Herbert Hoover and the Farm Crisis of the Twenties: A Study of the Commerce Department's Efforts to Solve the Agricultural Depression, 1921-1928	1921	1928	Gary Koerselman	1971
Education of the Destitute: A Study of British London Ragged Schools, 1844-1874	1844	1874	Alan Babler	1978
'Us and Them': The Changing Boundaries of Acceptance and Exclusion for Incoming Ethnic and Racial Groups in Rockford, Illinois, 1880-1945	1880	1945	Christopher Jaffe	2008
The Effects of Emigration on Italy, 1900–23.	1900	1923	George Gilkey	1950
Ignatius Donnelly: The Making of a Tribune	0	0	Martin Ridge	1951
The Question of Intervention in Mexico, 1913-1917	1913	1917	Justin Kestenbaum	1963
The American Presbyterian Congo Mission: A Study in Conflict, 18901921	1890	1890	Stanley Shaloff	1967
The Heritage Imperiled: Martin Van Buren and the Presidency, 1837-1841	1837	1841	James Curtis	1967
Puritanism and the Wilderness: The Intellectual Significance of the New England Frontier, 1629-1675	1629	1675	Peter Carroll	1968
The Innocent Inventions of Th6ophraste Renaudot: Public Welfare, Science and Propaganda in 17th Century France	0	0	Howard Solomon	1969
The Kentucky Constitutions of 1792 and 1799: The Formation of a Political Tradition	1792	1799	Joan Coward	1971
The Free Negro Question: Race Relations in Ante-Bellum Illinois, 1801-1860	1801	1860	Charles Zucker	1972
The Life and Thought of Gilbert Wakefield, 1756-1801	1756	1801	Franklyn Prochaska	1972
From Jazz to Swing: Black Jazz Musicians and Their Music, 1917-1935	1917	1935	Thomas Hennessey	1973
An Investigation of Early and Late Iron Age Cultures through Oral Tradition and Archaeology: An Interdisciplinary Case Study in Buhaya, Tanzania	0	0	Peter Schmidt	1974
Spartan Slaves: A Documentary Account of Blacks on Trial in Spartanburg, South Carolina, 1830 to 1865	1830	1865	William Henderson	1978
Poetry in Somali Politics: The Case of Sayyid Mahammad 'Abdille Hasan	0	0	Said Samatar	1979
A. Philip Randolph: A Case Study in Black Leadership	0	0	Paula Pfeffer	1980
'People Are Not the Same': Leprosy, Identity, and Community in Colonial and Postcolonial Mali	0	0	Eric Silla	1995
Syphilis, Sexuality, and Social Control: A History of Venereal Disease in Colonial Uganda	0	0	Michael Tuck	1997
Intergenerational Activism in Cradock, South Africa, 1940-85	1940	1985	Michael Tetelman	1997
'Raised from the Devil's Jaws': A Convent for Repentant Prostitutes in Venice, 1530-1670	1530	1670	Laura McGough	1998
The Politics of Poison: Courtiers and Criminals in the Affair of the Poisons, 1679-82	1679	1682	Lynn Mollenauer	1999
Citizens, Subjects, and Scholars: The Valori Family in the Florentine Renaissance, 1480-1608	1480	1608	Mark Jurdjevic	2002
Exporting 'Race' to the Colonies: British Emigration Initiatives in the Late 19th Century	0	0	Alison Pion	2004
Costumed Words: Humanists, Diplomacy, and the Cultural Gift in 15th-Century Florence	0	0	Brian Maxson	2008
Enemy Aliens in a World at War: America's Hidden Internment During World War II	0	0	Stephen Mak	2009
African Christian Women and the Emergence of Nationalist Subjectivities in Tanzania, 1860-1960s	1860	1960	Andreana Prichard	2011
The Impact of Henry George's Theories on American Catholics	0	0	James Green	1956
The Harcourt Viceroyalty in Ireland, 1772-1777	1772	1777	Thomas Moriarty	1964
The Franco-German Duel for Russian Support: The Russian Mission of General Adolphe Le Flô, 1871-79	1871	1879	Carl Schott	1971
American Workers and Temperance Reform, 1866-1933	1866	1933	Ronald Benson	1974
The Battle for the Bible in England, 1557-82	1557	1582	Rev. Cameron Mackenzie	1992
The Fundamentalist Harvard: Wheaton College and the Enduring Vitality of American Evangelicalism, 1919-65	1919	1965	Michael Hamilton	1995
The Theory and Practice of the Kingdom of God on Earth: The Anglo-Catholic Conservative Utopia of William Palmer, 1811-79	1811	1879	Ronald Lee	1996
Thomas L. Kane and the Culture of Reform	0	0	Matthew Grow	2006
Sicily and the Medieval Mediterranean: Communication Networks and Inter-Regional Exchange	0	0	Sarah Davis-Secord	2007
Left Behind: The Evangelical Left and the Limits of Evangelical Politics	0	0	David Swartz	2008
'These Big and Burly Foreigners': Americans and the United States in the Eyes of Urban South Vietnamese, 1963-73	1963	1973	Tuan Hoang	2013
The Vice Presidency of the United States in the Twentieth Century: History, Practice, and Problems	0	0	Irving Williams	1953
The Foreign Born and Urban Growth in the Great Lakes 1850–1950: A Study of Chicago, Cleveland, Detroit, and Milwaukee	1850	1950	Justin Galford	1957
Friedrich Meinecke and the Problems of Historicism	0	0	Frederick Kreiling	1959
The Reception of the French Revolution in the New York State Press, 1788–91	1788	1791	Kurt Beermann	1960
The British Traveler and the American City, 1850-1860	1850	1860	Ivan Steen	1962
Harry S. Truman and the Russians, 1945-1953	1945	1953	Herbert Druks	1964
The Wagnerian Ethos in German History, 1848-1933: A Reinterpretation of Richard Wagner's Historical Significance	1848	1933	Robert Herzstein	1964
Gerhard Ritter: His Life and Work	0	0	Norman Levine	1965
New York's Philip Hone: Business Man, Politician, Patron of Arts and Letters	0	0	Herbert Kriedman	1965
The Council of the Santa Hermandad of Ferdinand and Isabella (1476-1498): A Study of Castilian Centralization and Urban Independence	1476	1498	Marvin Lunenfeld	1968
News Broadcasting in the United States, 1920-1941	1920	1941	Murray Katzman	1968
Black Shepherds: A Study of the Leading Negro Clergymen in New York City, 1900-1940	1900	1940	William Welty	1969
Organization of the Kingdom of Jerusalem under Amalric 1 (1163-1174)	1163	1174	Jerrold Atlas	1969
Dmitrii Andreevich Tolstoi and the Ministry of the Interior, 1882-1889	1882	1889	Jackson Taylor	1970
Forum for Protest: The Black Press during World War II	0	0	Lee Finkle	1971
N. G. Chernyshevsky on Aesthetics and Art: The Role of the Artist in a Revolution	0	0	Dennis Reinhartz	1971
The Political Activity of Sir Nicholas Bacon in the Reign of Elizabeth I, 1558-1579	1558	1579	Robert Tittler	1971
The Black Committee: A Study of the Senate Investigation of the Public Utility Holding Company Lobby	0	0	Arnold Markoe	1972
Yugoslav Relations with Germany and Italy and the Nationality Problem, 1933-1941	1933	1941	Frank Littlefield	1972
Giovanni Dominici and the Reformation of Christian Society	0	0	August Viglione	1972
The Motivations and Conduct of British Foreign Policy in the Belgian Crisis, 1830-1839	1830	1839	Alan Pine	1972
Changes in British Foreign Policy towards France as a Result of Changes in Government: 1841–1846	1841	1846	Judith Cromwell	1973
A Baroque Nunnery: The Economic and Social Role of a Colonial Convent: Santa Clara do Desterro, Salvador, Bahia, 1677-1800	1677	1800	Susan Soeiro	1974
The New York Iron Merchant and Manufacturer: A Study of Eighteenth Century Entrepreneurship	0	0	Allen Marber	1974
The Impact of the Depression on Allentown, Pennsylvania: 1930-1940	1930	1940	Ernest Fricke	1974
The Philosophical and Social Ideas and Preconceptions of Jules Michelet	0	0	Stephen Kippur	1974
A History of Urban Organization in the Lower Maeander River Valley: Regional Settlement Patterns to the Second Century AD	0	0	Ronald Marchese	1976
Alexander Jackson Davis, Romantic Architect, 1803-1892	1803	1892	John Donoghue	1977
The Political Career of Richard Weston, First Earl of Portland, 1577-1635	1577	1635	David Kovarovic	1977
New Deal Work Relief and New York City: 1933-1938	1933	1938	Joseph Verdicchio	1980
Al-Ḥājj Muḥammad Amīn al-Ḥusaynī, Mufti of Jerusalem: The Palestine Years, 1921-1937	1921	1937	Taysir Jbara	1982
The British Presence and Its Influence on Indigenous Gold Coast Economies (1865-1902)	1865	1902	Viola Bly	1982
American Intellectuals and the Vietnam War, 1954-1985	1954	1985	Robert Tomes	1988
Chiang Kai-shek and the Northern Expedition	0	0	Tsong-Yao Chen	1992
Race and Hillbilly: Folklore, Phonographs, and the Segregation of Southern Music	0	0	Karl Miller	2002
Forging Trinidad, Facing America: Colonial Trinidad and the U.S. Occupation, 1937-47	1937	1947	Harvey Neptune	2002
To Light a Candle in a Gale Wind: Black Women Radicals and Post-World War II Radicals in U.S. Politics	0	0	Dayo Gore	2003
States of Incarceration: Prisoners' Rights and US Prison Expansion after World War II	0	0	Kimberly Gilmore	2005
The Fabrication of the Modern Media: An Investigation into the Theater and Its Impact on Public Life in Paris, 1760-1835	1760	1835	Peter Kulsrud	2005
Nature's Currency: The Atlantic Mahogany Trade, 1720-1830	1720	1830	Jennifer Anderson	2007
Radical Empathy: The Third World and the New Left in 1960s West Germany	1960	1960	Quinn Slobodian	2008
Vanguards of the New Africa: Black Radical Networks and Anti-Imperialism in the 1930s	1930	1930	Marc Goulding	2012
Templar Communities in Medieval Champagne: Local Perspectives on a Global Organization	0	0	Michael Peixoto	2013
Russia and the Straits, 1914–32.	1914	1932	Marjorie Snively	1932
Allen G. Thurman: A Political Study.	0	0	John Hare	1933
Henry A. Wise in Sectional Politics, 1833–60	1833	1860	Edwin Adkins	1948
The Tugwell Administration in Puerto Rico	0	0	Enrique Lugo-Silva	1948
Fernand Pelloutier and the Emergence of the French Syndicalist Movement, 1880–1906	1880	1906	James Butler	1960
Edward Douwes Dekker and the Dutch Dispute on Colonial Policy	0	0	Michael Conley	1960
The Work of the American Youth Commission, 1935-1942	1935	1942	Bruce Flack	1969
The Franco-Bavarian Alliance during the War of the Spanish Succession	0	0	Dale Gaeddert	1969
Selling the Second Cold War: Antinuclear Cultural Activism and Reagan Era Foreign Policy	0	0	William Knoblauch	2012
Politics in a New Nation: The Early Career of James Monroe	0	0	Charles Dickson	1971
Jozef Tiso and Modern Slovakia	0	0	Anthony Sutherland	1972
Peace in War: American Social Thought and the First World War	0	0	Clarence Geiger	1972
Urban us Rhegius and the Spread of the German Reformation	0	0	Douglas Hampton	1973
Poverty and Poor Relief in the German Church Orders of Johann Bugenhagen, 1485-1558	1485	1558	Frank Lane	1973
The National Movement to Preserve the American Buffalo in the United States and Canada between 1880 and 1920	1880	1920	George Coder	1975
To Ride the Fractious Horse: The American Aeronautical Community and the Problem of Heavier-than-Air Flight, 1875-1905	1875	1905	Tom Crouch	1976
The Capital Ship Program in the United States Navy, 1934-1945	1934	1945	Malcolm Muir	1976
English Conservative Political Thought, 1678-1688	1678	1688	Alan Kimmel	1976
A Study in Incompetency: Governor George Clinton and the New York Opposition, 1743-1754	1743	1754	Serena Bradshaw	1977
The American Jewish Congress: A History, 1914-1950	1914	1950	Morris Frommer	1978
The American Missionary Association's Antislavery Campaign in Kentucky, 1848 to 1860	1848	1860	Todd Reynolds	1979
The American Yiddish Daily Press Reaction to the Rise of Nazism, 1930-1933	1930	1933	Charles Cutter	1979
Elderly Slaves in the Plantation South: Somewhere between Heaven and Earth	0	0	Stacey Close	1992
The Cross and Its Cult in an Age of Iconoclasm	0	0	James Aldridge	1993
In Whose Image? Knowledge, Social Science, and Democracy in Occupied Germany, 1943-1955	1943	1955	David Staley	1993
Theodore Roosevelt: Commander in Chief	0	0	Matthew Oyos	1993
Fortifications and Statecraft of the Gonzaga, 1530-1630	1530	1630	Thomas Arnold	1993
Under Army Orders: The U.S. Army National Guard during the Korean War	0	0	William Donnelly	1998
'The Debatable Land': Loudoun and Fauquier Counties, Virginia, during the Civil War Era	0	0	Michael Mangus	1999
Conestoga Wagons to the Moon: The Frontier, the American Space Program, and National Identity	0	0	Susan Mangus	1999
Learning Lessons: Military Adaptation and Innovation in the American, British, Canadian, and German Armies during the 1944 Normandy Campaign	1944	1944	Russell Hart	1999
Becoming Bourgeois: Merchant Culture in the Antebellum and Confederate South	0	0	Frank Byrne	2001
Getting a Job and Changing an Image: African Americans in the Advertising Industry, 1920-75	1920	1975	Jason Chambers	2001
A Competitive Business: The Ideologies, Cultures, and Practices of Men's and Women's College Sports during the Depression	0	0	Bradley Austin	2001
'Building Our Own Home': The Ethnic Identity of the Jews of Krakow, 1918-39	1918	1939	Sean Martin	2001
Public Health, Morality, and Commercial Free Expression: Federal Government Efforts to Control Cigarette and Alcohol Marketing, 1950s-80s	1950	1950	Pamela Pennock	2002
Dance of Swords: U.S. Military Assistance to Saudi Arabia, 1942-64	1942	1964	Bruce Nardulli	2002
U.S. Naval Operations during the First Year of the Korean War	0	0	Duk-Hyun Cho	2003
Church, Society, and the Sacred in Early Christian Greece	0	0	William Caraher	2003
Hearts and Minds: Cultural Nation-Building in South Vietnam, 1954-63	1954	1963	Matthew Masur	2004
Industrial Voyagers: A Case Study of Appalachian Migration to Akron, Ohio, 1900-40	1900	1940	Susan Johnson	2006
The Logistics of Power: Tokugawa Response to the Shimabara Rebellion and Power Projection in 17th-Century Japan	0	0	Matthew Keith	2006
When Hard Work Doesn't Pay: Gender and the Urban Crisis in Baltimore, 1945-85	1945	1985	Jane Berger	2007
With Minds Fixed on the Horrors of War: Liberalism and Disability Activism, 1940-60	1940	1960	Audra Jennings	2008
'With a Little Help From Our Friends': The Development and Implementation of Combat Intelligence in the American Expeditionary Forces, 1917-19	1917	1919	James Doty	2010
Education for the People: The Third World Student Movement at San Francisco State College and City College of New York	0	0	Angela Ryan	2010
'We Are Now a Mediterranean Power': Naval Competition and Great Power Politics in the Mediterranean, 1904-14	1904	1914	Jon Hendrickson	2012
Athenian History and Democracy in the Monumental Arts during the Fifth Century BC	0	0	Lincoln Nemetz-Carlson	2012
War Heroes: Constructing the Soldier and the State in Modern China, 1924-45	1924	1945	Yan Xu	2013
Economies of Emergencies: North Carolina, Civil Defense, and the Cold War, 1940-63	1940	1963	Frank Blazich	2013
A History of Early Baptist Missions among the Five Civilized Tribes	0	0	James Moffitt	1946
The Protestant Episcopal Church in Oklahoma, 1835–1941	1835	1941	Samuel Botkin	1957
A History of the Negro in Minnesota	0	0	Earl. Spangler	1960
Britain's Eastern Policy and the Ottoman Christians, 1856-1877	1856	1877	Gordon Iseminger	1965
English Working-Class Internationalism, 1846-1864	1846	1864	Duane Anderson	1976
Prologue to Imperialism: Scientific Expeditions during the July Monarchy	0	0	Maxine Taylor	1980
A Common Thread: American Images of the Chinese and Japanese, 1930-1960	1930	1960	Blaine Browne	1985
John R. Commons and the Climate of Progressivism	0	0	Roger Horne	1989
Race, Class, and Culture: Oklahoma Women, 1890-1920	1890	1920	Linda Reese 	1991
Damming the Bighorn: Indian Reserved Water Rights on the Crow Reservation, 1900-2000	1900	2000	Megan Benson	2003
Lines on the Land: The San Luis Rey River Reservations and the Origins of the Mission Indian Federation, 1850-1934	1850	1934	Damon Akins	2009
The South's Reaction to the Tariffs and the Force Bill, 1828-1833	1828	1833	Kermalene Brown	1971
Oklahoma's United States House Delegation and Progressivism, 1901-1917	1901	1917	George Carney	1972
British Influence in Mexico 1840-1848	1840	1848	John Tymitz	1973
Never 'Quite' Indian, Never 'Quite' White: The Cultural Dilemma of the Citizen Band Potawatomi	0	0	Katherine Young	1996
'Is It Not Our Land?' An Ethnohistory of the Susquehanna-Ohio Indian Alliance, 1701-54	1701	1754	Malcolm Brown	1997
Women Historians and Anthropologists Interpreting the American Indian West	0	0	Patricia Loughlin	2000
Proposals for a Columbia Valley Authority: A History of Political Controversy	0	0	Herman Voeltz	1960
Populism and Bimetallism in Montana	0	0	Thomas Clinch	1964
Prelude to Conflict: The Movement for Church Patronage Reform in Scotland (1824-1834)	1824	1834	Nelson Ross	1968
The Mental World of the Common Man: The Ideas of the German Peasants War as Reflected in the Pamphlets, 1524-26	1524	1526	Xiaoyuan Zhu	1990
House and Home in Portland, Oregon: A Study of Ordinary Houses in Some Southeast Portland Neighborhoods at the Turn of the Century	0	0	Nancy McFadden	1993
Ascendancy of the Mazamas: Environment, Identity, and Mountain Climbing in Oregon, 1870-1920	1870	1920	Erik Weiselberg	2000
Commerce and Labor in Medieval England: The Impact of the Market Economy on Workers' Diet and Wages, 1275-1315	1275	1315	Joseph Rush	2001
The Unheard Voice of Law in Bartolomé de Las Casas's Brevísima relación de la destruición de las Indias	0	0	David Orique	2011
The Religious Garb Issue as Related to the School Question in New York State	0	0	William Shannon	1953
The Catholic Church and the Movement of Francophones to the Canadian Prairies, 18701915	1870	1870	Robert Painchaud	1976
Monseigneur Charles La Rocque, Eveque de Saint-Hyacinthe (1809-1875)	1809	1875	Real Boucher	1979
