title	start	end	name	year
Place and Community in the Mining West: Lemhi County, Idaho, 1866-1929	1866	1929	Hope Benedict	1997
Reserved Water Rights for Western American Indians: Social Context, Survival, and Legal Reality, 1880-1963	1880	1963	John Shurts	1998
Facing Dilemma: Chinese Students in the United States during the 1980s	1980	1980	Danni Lu	1998
The Problem of the Color Line: Civil Rights and Racial Ideology in Portland, 1930-65	1930	1965	Stuart McElderry	1998
Social Responsibility and Economic Development: State Government in the Transitional Polity, 1877-1920	1877	1920	Rudy Higgens-Evenson	1998
Ascendancy of the Mazamas: Environment, Identity, and Mountain Climbing in Oregon, 1870-1920	1870	1920	Erik Weiselberg	2000
A Westward Journey, An Enlightened Path: Vietnamese Linh Tho, 1915-30	1915	1930	Kimloan Hill	2001
Creating Oregon from Illahee: Race, Settler-Colonialism, and Native Sovereignty in Western Oregon, 1792-1856	1792	1856	Gray Whaley	2002
Evergreen Struggle: Federal Wilderness Preservation, Populism, and Liberalism in Washington State, 1935-84	1935	1984	Michael Pebworth	2003
Oregon Politics and the Evolution of the Populist Movement in Portland, 1890-98	1890	1898	Bill Boyer	2003
Crowding In, Crowded Out: Race, Citizenship, and Geopolitics in Hawai´i, 1900-41	1900	1941	Taro Iwata	2003
'A Nation of a Hundred Million Idiots': A Social History of Japanese Television, 1953-73	1953	1973	Jayson Chun	2004
In the Interest of Justice: Legal Narratives of Sex, Gender, Race, and Rape in 20th-Century Los Angeles, 1920-60	1920	1960	Bonni Cermak	2004
American at Birth: U.S. Citizenship in Nation and Empire, 1898-1934	1898	1934	Beatrice McKenzie	2006
Cooking up Modernity: Culinary Reformers and the Making of Consumer Culture, 1876-1916	1876	1916	Kiyoshi  Shintani	2009
Traitors to the Chinese Race (Hanjian): Political and Cultural Campaigns against Collaborators during the Sino-Japanese War of 1937-45	1937	1945	Yun Xia	2010
Neither Citizens Nor Aliens: Filipino 'American Nationals' in the U.S. Empire, 1900-46	1900	1946	Veta  Schlimgen	2010
Guardians of Inequality: Class, Race, and the Struggle over Education in U.S. Courts, 1899-1974	1899	1974	Camille Walsh	2010
Culture, Revolution, and Modernity: The Guomindang's Ideology and Enterprise of Reviving China, 1927-37	1927	1937	Guannan  Li	2010
Protestant Minorities in the Soviet Ukraine, 1945-91	1945	1991	Alexander Kashirin	2010
Michael Ramsey, Archbishop of Canterbury: High Church Anglicanism and British Society, 1936-74	1936	1974	Austin Kaiser	2013
Education of American Research Astronomers, 1876-1941	1876	1941	Robert Hall	1999
Some Aspects of the Growth of Berkshire County, Massachussets, as a Resort and Cultural Center, 1800-1952	1800	1952	K. I. Black	1953
The History of the Negro Community in Chatham, Ontario, 1787–1865	1787	1865	John Farrell	1955
The XY Company, 1798–1804	1798	1804	Russell Pendergast	1957
Sir Robert Borden: The Motivation behind the Introduction of Conscriptio and the Formation of the Union Government 1917	1917	1917	James Crowley	1958
George III of England and His Role in the American Revolution as Seen in the Writings of American History, 1920–50	1920	1950	Paul Gopaul	1958
The Impact of a Century of Irish Catholic Immigration in Nova Scotia (1750-1850)	1750	1850	E. C. Wilson	1962
La Colonie Saint-Paul-des-Metis, Alberta (1896-1909)	1896	1909	Emeric Drouin	1962
A Politico-Military Study of the Detroit River Boundary Defence during the December 1837-March 1838 Emergency	1837	1838	Hamish Leach	1963
Defence of Canada, 1763-1871: A Study of British Strategy	1763	1871	Mackay Hitsman	1964
Senator Cass of Michigan--Dedicated Unionist: A Study of the Political Leadership of a Democratic Moderate in the Great Struggle to Defeat Northern and Southern Sectionalism, 1845-1857	1845	1857	K. J. Thompson	1965
The British Commonwealth Air Training Plan, 1939 to 1945	1939	1945	Fred Hatch	1969
Orphan Outpost: Cape Breton Colony, 1784-1820	1784	1820	Robert Morgan	1972
Collective Violence and Political Change: The Significance of the Disorders and Strikes of 1868 and 1886 in Belgium	1868	1886	J. Frank	1972
French and British Strategy in the Lake Ontario Theatre of Operations, 1754-1760	1754	1760	Malcolm MacLeod	1973
The Organization, Control and Administration of the Teacher Training System of the Province of Ontario: 1900-1920	1900	1920	John Rogers	1973
The Role of Anglicans in Reform of the Economic Order in Canada, 1914-1945	1914	1945	Edward Pulker	1974
Siméon le Sage, haut fonctionnaire (1835-1909): contribution à l’histoire administrative du Québec	1835	1909	Pierre Trépanier	1975
La Justice criminelle du Roi en Canada, 1712-1748	1712	1748	A. Lachance	1975
Les Syndicats Nationaux au Québec, 1900-1930	1900	1930	Jacques Rouillard	1976
The Catholic Church and the Movement of Francophones to the Canadian Prairies, 18701915	1870	1870	Robert Painchaud	1976
Notre-Dame d’Hégertville, 1850-1900, une paroisse de colonisation au XIXe	1850	1900	N. Seguin	1976
'Civilizing' the Indians: Government Administration of Indians, 1876-1976	1876	1976	Marion Boswell	1977
The Impact of Ile Royale on New England, 1713-1763	1713	1763	Donald Chard	1977
L’expansion du réseau ferroviaire québecois (1875-1895)	1875	1895	Gaitan Gervais	1979
Mennonite Relations with Governments; Western Canada 1870-1925	1870	1925	Adolf Ens	1979
Monseigneur Charles La Rocque, Eveque de Saint-Hyacinthe (1809-1875)	1809	1875	Real Boucher	1979
'Purely Administrative Proceedings': The Management of Canadian Deportation, Montreal, 1900-1935	1900	1935	Barbara Ann Roberts	1980
A Citizen's Army: The Growth and Development of the Canadian Militia, 1904-14	1904	1914	William Beahen	1980
English-Speaking Liberals in Canada East, 1840-1854	1840	1854	Michael McCulloch	1986
Eastern Upper Canadian Perceptions of Irish Immigrants, 1824-1868	1824	1868	Glenn Lockwood	1988
La seigneurie de Beauharnois, 1729-1867: les seigneurs, l'espace et l'argent	1729	1867	André LaRose	1988
Moncton, 1870-1937: A Community in Transition	1870	1937	Phyllis LeBlanc	1989
Electoral Analysis of Haute-Ville de Québec, 1792-1835	1792	1835	David De Brou	1989
Importing the Revolution: The Image of America in French-Canadian Political Discourse, 1805-1837	1805	1837	Louis-Georges Harvey	1990
Une conspiration générale: The Exercise of Power by the Amerindians of the Great Lakes during the War of the Austrian Succession, 1744-1748	1744	1748	Peter MacLeod	1992
La guerre contre l'écologisme: essor et déclin de la Commission de la conservation du Canada, 1909-1921	1909	1921	Michel Girard	1992
Capital, Labour, and Lumber in ARM Lower's Woodyard: James MacLaren and the Changing Forest Economy, 1850-1906.	1850	1906	Lorne Hammond	1994
New Educationists in Quebec: Protestant Model and Intermediate Schools, 1881-1926	1881	1926	Anne Drummond	1994
Federal/Provincial Disputes, Natural Resources, and the Treaty #3 Ojibway, 1867-1924	1867	1924	Stephen Cottam	1995
Entre le corporatisme et le libéralisme: les groupes d'affaires francophones et l'organisation socio-politique du Québec de 1943 à 1969	1969	1969	Michel Sarra-Bournet	1995
Work, Wages, and Welfare in Aboriginal-Nonaboriginal Relations, British Columbia, 1849-1970	1849	1970	John Lutz	1995
Publicité, publicitaires et presse écrite au Canada et au Québec, 1929-1960: essai sur la manipulation idéologique	1929	1960	Luc Côté	1995
A Different Shade of Blue: Peacekeeping by Confrontation: The Canadian Contingent in Cyprus, 1964-1975	1964	1975	Robert Gravelle	1995
Cross-Currents: The Development of the Hydro-Electric System in Northeastern Ontario, 1911-1966	1911	1966	Jean Manore	1995
Local Authority and District Autonomy: The Niagara Magistracy and Constabulatory, 1828-1841	1828	1841	Frances Thompson	1996
Common Criminals, Simple Justice: The Social Construction of Crime in Nineteenth-Century Ontario, 1840-81	1840	1881	Lorna McLean	1996
Local Political Initiatives in French Imperialism: The Case of Louisbourg, 1713-1758	1713	1758	Joy Varkey	1996
Le temps de cayoge: la vie quotidienne des femmes métisses au Manitoba de 1850 à 1900	1900	1900	Nathalie Kermoal	1996
New Wine in a Very Old Bottle: Canadian Protestant Missionaries as Facilitators of Development in Central Angola, 1886-1961	1886	1961	Paul Byam	1997
Moving Up the Learning Curve: The Digital Electronic Revolution in Canada, 1945-70	1945	1970	John Vardalas	1997
Trois générations d'intellectuels haïtiens: de la perception du discrédit étranger à la seconde indépendance de 1880 à 1930	1930	1930	Jérémie Rouchon	1997
En Terre Promise: The Lives of Franco-Albertan Women, 1890-1940	1890	1940	Anne Gagnon	1997
La justice pénale et la définition du crime à Québec, 1830-1860	1830	1860	Martin Dufresne	1997
Charles de Moüy, diplomate et littérateur: regards d'un Français sur l'empire ottoman, 1875-1880	1875	1880	Edwige Durand	1997
Conflict and Culture in Irish-Newfoundland Roman Catholicism, 1829-1850	1829	1850	John Fitzgerald	1997
Empty Spaces: Divergent Responses to Industrial Transformation in North America, 1969-84	1969	1984	Steven  High	1999
Who Controls the Hunt? Ontario's Game Act, the Canadian Government, and the Ojibwa, 1800-1940	1800	1940	David  Calverley	2000
The Professionalization of History in English Canada in the 1950s	1950	1950	Donald  Wright	2000
La radicalisation idéologique du mouvement syndical québecois, 1966-76	1966	1976	Simon  LaPointe	2001
Enemy Aliens Come to Canada: Ottawa and the Postwar German Immigration Boom, 1947-58	1947	1958	Ronald  Schmalz	2001
D'immigrants et canadiens, à québecois des communautés culturelles: les minorités culturelles faces aux politiques de l'État québecois, 1971-91	1971	1991	Abderrazzak  Khoubbane	2001
A Community on Interest: The Birth and Development of Scientific Research in the Canadian Government, 1842-1914	1842	1914	Clifford  Scott	2001
Culture Clash: Traditional Chinese Medicine in Canada, 1970-90	1970	1990	Wei  Yuan	2001
Remoralizing Families? Family Regulation and State Formation in British Columbia, 1862-1940	1862	1940	Christopher  Clarkson	2002
Border Crossings: The Making of German Identities in the New World, 1850-1914	1850	1914	Barbara  Lorenzkowski	2002
Clothing Children in English Canada, 1870-1930	1870	1930	Jo-Anne  McCutheon	2002
'Assistant Angels': Canadian Women as Voluntary Aid Detachment Nurses during and after the Great War, 1914-30	1914	1930	Linda  Quiney	2002
La communauté franco-ontarienne et l'enseignement secondaire, 1910-68	1910	1968	Stéphane  Lang	2003
'Seminal Women': Women in Science in the Canadian Federal Department of Agriculture, 1884-1921	1884	1921	Amber  Lloyd-Langston	2003
Seeking a Clearer Channel: Canadian Ventures in Satellite Technology and Nation Building, 1958-72	1958	1972	Pamela  Roper	2003
L'enfermement asilaire des femmes au Québec, 1873-1921	1873	1921	Marie-Claude  Thifault	2003
Pollution et destruction de la nature à Sudbury, 1883-1945	1883	1945	Daniel  Bouchard	2003
Canada's Official Languages in Education Program, 1970-84	1970	1984	Matthew  Hayday	2004
Diplomatic interne: l'histoire de l'institutionnalisation des relations intergouvernmentales au Canada de 1960-82	1960	1982	Line Gravel	2004
Right Honourable Representation: Sir Wilfrid Laurier as a Local Politician and National Leader, 1877-1919	1877	1919	Garth Williams	2004
Canada and the Far East Crisis in 1941: Intelligence, Strategy and the Coming of the Pacific War	1941	1941	Timothy Wilford	2005
Images of Americans: The United States in Canadian Newspapers during the 1960s	1960	1960	Adam Green	2006
The Other 'Quiet Revolution': The Evolution of New Brunswick's Acadian Community, 1955-72	1955	1972	Sacha Richard	2007
The Air Arsenal of the British Commonwealth: Aircraft Design and Development in Canada during the Second World War, 1939-45	1939	1945	Martin Auger	2007
Gregarious People: Canadian and American Snowbirds in Florida since the 1950s	1950	1950	Godefroy Desrosiers-Lauzon	2008
The 'Undesirables':Canadian Deportation Policy and Impact on Female Immigrants, 1946-56	1946	1956	Ellen Scheinberg	2008
The History of Auburn Prison from the Beginning to about 1867	1867	1867	Ralph Herre	1950
Postbellum Politics in Pennsylvania, 1866-1872	1866	1872	Erwin Bradley	1953
The Relations of the United States and Turkey, 1927-1939	1927	1939	Roger Trask	1959
Simon Snyder, Governor of Pennsylvania 1808-1817	1808	1817	Everson Derr	1960
Pennsylvania Politics, 1872-1877: A Study in Leadership Without Responsibility	1872	1877	Frank Evans	1961
The Prohibition Movement in Pennsylvania, 1865-1920	1865	1920	Earl Kaylor	1963
Relaxation of the Federal Anti-Trust Policy as a Goal of the Business Community during the Period 1918-1933	1918	1933	Robert Himmelberg	1963
The Administration of Nazi Germany's Foreign Labor Program, 1939-1945	1939	1945	Edward Lee Homze	1963
An End to Compromise: The Kansas-Nebraska Bill of 1854	1854	1854	Jon Fackler	1969
Diplomatic Relations between Germany and the United States, 1906-1913	1906	1913	John Kreider	1969
The Anthracite Mine Workers, 1869-1897: A Functional Approach to Labor History	1869	1897	Harold Aurand	1969
A Failure of Ambassadorial Diplomacy: The Case of Page and Spring Rice 1914-1917	1914	1917	Mary Kihl	1969
The Urban League and the Black Revolution, 1941-1961: Its Philosophy and its Politics	1941	1961	Jesse Moore	1969
The Grand Duke Konstantin Nikolaevich and the Epoch of the Great Reforms, 1855-1866	1855	1866	Jacob Kipp	1970
The United Electrical, Radio and Machine Workers of America, 1933-1949: The Struggle for Control	1933	1949	Ronald Filippelli	1970
Congress and the Coming of the War, 1939-1940	1939	1940	David Porter	1970
Power, Priorities, and Political Insurgency: The Liberal Republican Movement, 1869-1872	1869	1872	Jacqueline Tusa	1970
The Democratic-Republicans of Philadelphia: The Origins, 1776-1797	1776	1797	Roland Baumann	1970
The Disruption of the Pennsylvania Democracy, 1848-1860	1848	1860	John Coleman	1970
Soldiers' Bonuses: A History of Veterans' Benefits in the United States, 1770-1967	1770	1967	Robert Bodenger	1971
The Independent: A Study in Religious and Social Opinion 1858-70	1858	1870	Donald Housley	1971
The Harpers Ferry Armory and the New Technology in America, 1794-1854	1794	1854	Merritt Smith	1971
National Socialism and the Glaubensbewegung 'Deutsche Christen,' 1932-1933: Analysis of a Political Relationship	1932	1933	Eugene Miller	1972
John Nicholson, 1757-1800, A Case Study of an Early American Land Speculator, Financier, and Entrepreneur	1757	1800	Robert Arbuckle	1972
The CIO and American Foreign Policy, 1935-1955	1935	1955	Leroy Lenburg	1973
The Emergence of the Romanian Nation-State, 1848-1866	1848	1866	Gerald Bobango	1973
Let the Law Be Just: The quest for Racial Equality in Pennsylvania, 1780-1915	1780	1915	Edward Price	1973
Politics and Public Works: A Study of the Pennsylvania Canal System, 1825-1857	1825	1857	Peter Wallner	1973
Warren G. Harding and His Attempts to Reorganize the Republic Party in the South, 1920-23	1920	1923	Robert Hauser	1973
Robert Proud (1728-1813): A Biography	1728	1813	John Beeson	1974
German Policy towards the Union of South Africa, 1933-1939	1933	1939	William Kienzle	1974
John Gibbon and the Old Army: Portrait of an American Professional Soldier, 1827-1896	1827	1896	Dennis Lavery	1974
The Diplomacy of Walter Q. Gresham, Secretary of State, 1893-95	1893	1895	Eugene Goll	1974
Afghanistan's Policies in the United Nations, 1947-67	1947	1967	Burhanoddin Hassas	1974
Editors and Issues: The Party Press in Philadelphia, 1789-1801	1789	1801	Norman Blantz	1974
Talleyrand and the Foreign Policy Thought of Alexander I: The Nature of Talleyrand's Influence, 1807-15	1807	1815	Joseph Krok	1975
Pittsburgh and the Blacks: A Short History, 1780-1875	1780	1875	Ann Wilmoth	1975
Congressional Politics in the Secession Crisis, 1859-61	1859	1861	Frank Tusa	1975
A History of the Conservative Party of New York State, 1962-72	1962	1972	Richard McDonnell	1975
The Bespectacled Cossak: S. A. Bershadskii (1850-1896) and the Development of Russo-Jewish Historiography	1850	1896	Paul Soifer	1975
Tactics Over Strategy in the United Mine Workers of America: Internal Politics and the Question of the Nationalization of the Mines, 1908-1923	1908	1923	Arthur Everling	1976
A Political History of the Temperance Movement in New York State, 1808-1920	1808	1920	John Coffey	1976
American Foreign Policy Toward Yugoslavia, 1941-49	1941	1949	Lorraine Lees	1976
The Panic of 1819 in Pennsylvania	1819	1819	Robert Blackson	1978
The Development of Electric Traction on the Pennsylvania Railroad, 1895-1968	1895	1968	Michael Bezilla	1978
Old Visions and New Dreams: The Old Progressives in the 1920s	1920	1920	Richard Frederick	1979
Depression and New Deal in Pendleton: A History of a West Virginia County from the Great Crash to Pearl Harbor, 1929-1941	1929	1941	John Taylor	1980
The Pennsylvania Freeman, 1836-1854	1836	1854	Robert Hochreiter	1980
Karl Theodor and the Bavarian Succession, 1777-1778	1777	1778	Marvin Thomas	1980
The Republican Right: Leadership, Policies, and Intra-Party Politics, 1945-1965	1945	1965	David Reinhard	1981
E. D. Koskova: A Political Biography of Russian Democrat, Part I (1869-1905)	1869	1905	Barbara Norton	1981
Christian Frederick Post, 1715-1785: Missionary and Diplomat to the Indians of America	1715	1785	Thomas Chase	1982
Cuba, Sugar, and the United States: Diplomatic and Economic Relations during the Adminstration of Ramon Grau San Martin, 1944-1948	1944	1948	Stephen Wright	1983
'Dread the Boist'rous Gale': Theatre in Wartime Britain, 1793-1802	1793	1802	Kevin Pry	1984
Trans-Himalalyan Politics: China, Britain, and Tibet, 1842-1914	1842	1914	Chandra Khan	1984
Return J. Meigs: United States Agent in the Cherokee Nation, 1801-1823	1801	1823	James Sean McKeown	1984
The Protectors: Harry J. Anslinger and the Federal Bureau of Naracotics, 1930-1962	1930	1962	John McWilliams	1986
General Ambrose E. Burnside's 1862 North Carolina Campaign	1862	1862	Richard Sauers	1987
Siam's Loss of Trans-Salween Territory to Great Britain in 1892	1892	1892	Charan Chakandang	1987
Dien Bien Phu and Bermuda: Setting the Stage for the Military and Diplomatic Climax to the French Indo-China War, November 20-December 9, 1953	1953	1953	John Nordell	1988
Pragmatism and Opportunism: Truman's Policy toward Taiwan, 1949-1952	1949	1952	Su-Ya Chang	1988
Wired Help for the Farm: Individual Electric Generating Sets for Farms, 1880-1930	1880	1930	Carol Lee	1989
The Development of a Dysfunctional Society: The Systems of Pennsylvania's Juniata Valley, 1740-1985	1740	1985	Tim Blessing	1989
Images of Slavery in American Women's Fiction, 1838-1868	1838	1868	Pamela Smith	1990
The Business of Selling Efficiency: Harrington Emerson and the Emerson Efficiency Engineers, 1900-1930	1900	1930	James Quigel	1992
A Well Executed Failure: The Sullivan Campaign against the Iroquois, July-September 1779	1779	1779	Joseph Fischer	1993
Helping God Heal: Protestant Ministers, Psychotherapeutic Culture and the Transformation of Moral Authority, 1925-1965	1925	1965	Susan Myers-Shirk	1994
Cultural Nationalism in an Urban Setting: The Philadelphia Experience with Federal Project Number One of the Works Progress Administration, 1935-1943	1935	1943	Arthur Jarvis	1995
Virginia's Private War: The Contours of Dissent and Loyalty in the Confederacy, 1861-1865	1861	1865	William Blair	1995
British Elites and the Twilight of Empire, 1957-1964	1957	1964	Ishita Ghosh	1996
The Last Generation: Sons of Virginia Slaveholders and the Creation of a Southern Identity, 1850-65	1850	1865	Peter Carmichael	1996
The Fall and Rise of the Nationalist Chinese: The Chinese Civil War from Huaihai to the Taiwan Strait, 1948-50	1948	1950	Hsiang-Wang Liu	1997
Artifacts of Revolution: Architecture, Society and Politics in Mexico City, 1920-40	1920	1940	Patrice Olsen	1998
In Pursuit of a One-China Policy: Nationalist Chinese Diplomacy, 1945-55	1945	1955	Pen-Li Yu	1999
A Different Day: The African American Freedom Struggle and the Transformation of Rural Louisiana, 1900-1970	1900	1970	Greta deJong	1999
Culture of Consumption: The Emergence of the Global Market Culture in Singapore, 1960-1990	1960	1990	Frank Chua	1999
The Irish Leader: John Redmond In The Period of Home Rule, War, and Rebellion, 1912-1918	1912	1918	Joseph Finnan	1999
A Story Untold: The Imperial Russian Air Force 1909-1917	1909	1917	Timothy Wilson	2001
Race, Space, and the Polish Question: Nazi Deportation Policy in Reichsgau Wartheland, 1939-1941	1939	1941	Phillip Rutherford	2001
Men of Taste: Gender and Authority in the French Culinary Trades, 1730-1830	1730	1830	Jennifer Davis	2004
'A Nation of Politicians': The Volunteers, Patriotism, and Gender in Ireland, 1778-84 	1778	1784	Padhraig Higgins	2004
Western Europe and America, 1850-1930	1850	1930	Sarah Goodfellow	2004
Landscape of Conflict: Community and Discontent in Colonial Papantla, 1750-1800	1750	1800	Jason Frederick	2005
On the Edge of Freedom: African Americans along Pennsylvania's Mason-Dixon Border, 1830-1872	1830	1872	David Smith	2006
African Americans in East St. Louis, Illinois, 1900-45	1900	1945	Charles Lumpkins	2006
Calvinism and Public Life: A Case Study of Western Pennsylvania, 1900-55	1900	1955	Tyler Flynn	2007
On Their Own Terms: Birth Control among African Americans in 1930s Rural Virginia	1930	1930	Sarah Lawrence	2007
Where East Meets West: A Landscape of Familiar Strangers. Missionary Alaska, 1794-1898	1794	1898	Alexander Krivonosov	2008
'Breaking over the Boundaries of the Party': The Role of Party Newspapers in Democratic Factionalism in the Antebellum North, 1845-52	1845	1852	Matthew Isham	2010
Cultural Exchange, Imperialist Violence, and Pious Missions: Local Perspectives from Tanjavur and Lenape Country, 1720--1760	1720	1760	Axel Utz	2011
Children's Mite: Juvenile Philanthropy in America, 1815-65	1815	1865	David Greenspoon	2012
A Body Politic: Federal Policy on Fitness and Physique, 1890-1965	1890	1965	Rachel Moran	2013
Nature in the New South: Railroads, Economic Development, and Competing Visions of the Environment, 1877-1929	1877	1929	William Bryan	2013
Suburban Reformers: Progressive Reform Movement and Making of Silicon Valley, 1880-1980	1880	1980	Steven Wolpern	2013
Settlement of Illinois, 1778–1830	1778	1830	Arthur Boggess	1906
The Spirit of Propagandism in the French Revolution, 1789–93	1789	1793	Arthur Terry	1906
The Adjustment of Trade Relations between the United States and the West Indies, 1782–88	1782	1788	Herbert Bell	1909
Reconstruction in Louisiana after 1868	1868	1868	Ella Lorm	1911
Thirty-seven Years of Holland-American Relations, 1803–40	1803	1840	Peter Hoekstra	1915
Proposed Amendments to the Constitution of the United States during the Period, 1889–1913	1889	1913	Jacob Tanger	1915
Application of the British Navigation Acts to Intercourse with America. 1783–1815	1783	1815	Anna Lingelbach	1916
The Secession Movement in South Carolina, 1847–52	1847	1852	Philip Hamer	1918
The Evolution of Industrial Freedom in Prussia, 1845–49	1845	1849	Hugo Wendel	1918
The Rise of Great Manufacturers in England, 1760–90	1760	1790	Witt Bowden	1919
George Croghan and the Westward Movement, 1741-82	1741	1782	Albert Volwiler	1922
Diplomatic Factors in the Estrangement of England and Germany, 1890–1901	1890	1901	Raymond Sontag	1924
British Routes to India, 1798–1840	1798	1840	Halford Hoskins	1924
Making the Texas Constitution of 1876.	1876	1876	Seth McKay	1924
Georgia and the Union in the Crisis of 1850	1850	1850	Richard Shryock	1924
Anglo-French Relations in Re gard to Algiers, from 1830 to 1848.	1830	1848	James Swain	1926
The Mobilization of the Republican Party, 1854–56.	1854	1856	Andrew Crandall	1928
Foreign Intervention in the Rio de la Plata, 1835–50.	1835	1850	John Cady	1929
The Powers and Procedures of the Justices of the Peace in Lancashire, 1800–35	1800	1835	Mary Stevenson	1930
Official Overtures by Germany for Rapprochement with France, 1875–85.	1875	1885	Pearl Mitchell	1930
The Colonial Land and Emi gration Commission, 1840–78.	1840	1878	Fred Hitchins	1930
The Federal, Financial, and Economic Administration of Indian Affairs, 1789–1850.	1789	1850	George Harmon	1930
Germany and the Diplomati Revolution: A Study in Diplomacy and the Press 1904–06	1904	1906	Oron Hale	1930
American Commerce as Affect ed by the Wars of the French Revolution and Napoleon, 1793–1812	1793	1812	Anna Clauder	1930
The British Coal Miners and the Government, 1840–60	1840	1860	Walter Slifer	1931
The Free Labor Policy of the British Sugar Colonies, 1834–65	1834	1865	Hiram Sipes	1931
The Management of Indian Affairs, 1774–88	1774	1788	Walter Mohr	1931
The Negotiations of the Franco Italian Convention of September 15, 1864.	1864	1864	Lynn Case	1931
The Establishment of the British Royal Commission of 1867-69 to Investigate Trade Unionism.	1867	1869	Edwin Smith	1932
The Early Opposition to Sir Robert Walpole, 1720–27.	1720	1727	Charles Realey	1932
Indian Affairs and Their Administration, 1849–60	1849	1860	Alban Hoopes	1932
The Economic Phases of Anglo-German Relations, 1904–14	1904	1914	Ross Hoffman	1932
French Military Policy and the Russian Alliance of 1891.	1891	1891	Dallas Irvine	1934
The European Back ground of the Monroe Doctrine, 1818–1923	1818	1923	Theodore Schellenberg	1934
Arbitration and the Hague Peace Conferences, 1899 and 1907	1899	1907	Margaret Robinson	1934
The Commercial Reciprocity of the United States, 1774–1829	1774	1829	Vernon Setser	1935
Egypt and the Formation of the Anglo-French Entente of 1904.	1904	1904	Joseph Mathews	1935
Maryland and France, 1774–89: A Study in Some Foreign Contacts of an American State during the Revolution and the Confederation	1774	1789	Kathryn Sullivan	1935
The Hypocrisy of the Powers on Disarmament in Connection with the First Hague Peace Conference, 1899.	1899	1899	William Vollbrecht	1935
The Western Military Frontier, 1815–46.	1815	1846	Henry Beers	1935
Indian Affairs in Georgia, 1732–56.	1732	1756	John Corry	1935
French Foreign Policy during the First Poincar6 Ministry, January 14, 1912 to January 18, 1913.	1912	1913	Ralph Pickett	1937
The Framing of the Spanish Constitution of 1931	1931	1931	Rhea Smith	1937
The American Impact in Great Britain, 1898–1914: A Study intheMigration of National Experience.	1898	1914	Richard Heindel	1938
Pennsylvania Politics, 1817–32.	1817	1832	Philip Klein	1938
Some Historical Aspects of Labor's Political Demands at Paris, 1919	1919	1919	Austin Van Der Slice	1938
Lyautey and the Moroccan Problem, 1903 to 1907.	1903	1907	Carl Confer	1939
Pacific Railways and Nation alism in the Canadian-American Northwest, 1845–73.	1845	1873	Leonard Irwin	1939
South Carolina in the Con federation, 1781–89.	1781	1789	Charles Singer	1940
The Counter-Revolution in Pennsylvania, 1776–90.	1776	1790	Robert Brunhouse	1940
Political Influence of English Dissent, 1815–34	1815	1834	Raymond Cowherd	1940
The Organization of Labor in Philadelphia, 1850–70.	1850	1870	Edgar Cale	1940
The Chief of Staff in Diplo macy: A Study of the Conferences between the Chiefs of Staffs of the French and Russian Armies, 1892–1914	1892	1914	Rosaline Goldin	1940
Peace Moves during the World War: The Search for a Negotiated Peace, 1914–18	1914	1918	Kent Forster	1941
The Caracas Awards of 1868 and Their Significance in the Relations of Venezuela and the United States, 1865–89	1865	1889	James Hibbs	1941
Floods and Droughts in Chinese History: Their Distribution and Correlation, 206 B.C.-A.D. 1911	1911	1911	Shan-yu Yao	1941
France Turns to Appease ment: A Study in Foreign Policy, 1933–36.	1933	1936	Elizabeth Cameron	1941
French Reaction to American Imperialism, 1895–1908.	1895	1908	James Whitehead	1942
British Communications in the Middle East, 1885–1939: The Development of Imperial Railways, Motor Roads, and Air Lines.	1885	1939	Morton Stratton	1942
Correlations in the Developments of Two Arts and Two Social Sciences, 1900–40	1900	1940	George Haines	1942
The Puerto Rican Press Reaction to the United States, 1888–98.	1888	1898	Paul Chiles	1942
Presbyterianism in Philadelphia since 1870	1870	1870	Lefferts Loetscher	1943
Giolittian Italy: Problems and Currents of Political Life, 1900–14	1900	1914	Arcangelo Salomone	1943
Federal Patronage in New York State, 1789–1805	1789	1805	Arthur Alexander	1944
Winston Churchill's Role in the Formation of British Foreign Policy, 1911–14	1911	1914	Daniel Allen	1944
A Social History of the Phila delphia Baptist Association, 1707–1940	1707	1940	Robert Torbet	1944
The Influence of the Evan gelical Churches upon Humanitarian Reform: A Case Study Giving Particular Attention to Philadelphia, 1790–1840	1790	1840	Othniel Pendleton	1945
The Federal Movement in the Hapsburg Domains, 1840–71	1840	1871	Benjarnin Rigberg	1946
Dauntless Women: A Story of the Woman Suffrage Movement in Pennsylvania, 1910-20	1910	1920	Henrietta Krone	1946
Science and Humanity in Philadelphia, 1775–90	1775	1790	Whitfield Bell	1947
Hispanidad in South America, 1936–45.	1936	1945	William Bristol	1947
The Cultural Climate of the Centennial City, Philadelphia, 1875–76.	1875	1876	Dorothy Ditter	1947
Delaware in the Revolutionary Era, 1775–1815	1775	1815	John Munroe	1947
Nyasaland and Northern Rhodesia, 1889–1924	1889	1924	Norman Pollock	1948
The Rise of an Iron Country: An Economic History of Lebanon County from 1740–1865	1740	1865	Frederic Miller	1948
Experiments in Inde pendence: New Jersey in the Critical Period, 1783–89	1783	1789	Richard McCormick	1948
Pentecost, 1858: A Study in Religious Revivalism	1858	1858	Russell Francis	1948
Political Behavior in Penn sylvania, 1790–1801: A Study in National Stimulus and Local Response	1790	1801	Harry Tinkcom	1948
South Carolina Politics, 1816–33.	1816	1833	Philip Wild	1949
